# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.0700,2.9700,1.1068,1.1068
-1.0200,2.9700,1.0920,1.0920
-0.9700,2.9200,1.0794,1.0794
-0.9200,2.9200,1.0920,1.0920
-0.8700,2.9200,1.1068,1.1068
-0.8200,2.9200,1.0920,1.0920
-0.7700,2.8700,1.0794,1.0794
-0.7200,2.8700,1.0920,1.0920
-0.6700,2.8700,1.1068,1.1068
-0.6200,2.8700,1.0920,1.0920
-0.5700,2.8200,1.0794,1.0794
-0.5200,2.8200,1.0920,1.0920
-0.4700,2.8200,1.0920,1.0920
-0.4200,2.7700,1.0689,1.0689
-0.3700,2.7700,1.0794,1.0794
-0.3200,2.7700,1.0920,1.0920
-0.2700,2.7700,1.0920,1.0920
-0.2200,2.7200,1.0607,1.0607
-0.1700,2.7200,1.0689,1.0689
-0.1200,2.7200,1.0794,1.0794
-0.0700,2.7200,1.0920,1.0920
-0.0200,2.6700,1.0595,1.0595
0.0300,2.6700,1.0689,1.0689
0.0800,2.6700,1.0794,1.0794
0.1300,2.6200,1.0440,1.0440
0.1800,2.6200,1.0595,1.0595
0.2300,2.6200,1.0689,1.0689
0.2800,2.6200,1.0794,1.0794
0.3300,2.5700,1.0440,1.0440
0.3800,2.5700,1.0595,1.0595
0.4300,2.5700,1.0689,1.0689
0.4800,2.5700,1.0794,1.0794
0.5300,2.5200,1.0440,1.0440
0.5800,2.5200,1.0595,1.0595
0.6300,2.5200,1.0689,1.0689
0.6800,2.5200,1.0794,1.0794
0.7300,2.4700,1.0440,1.0440
0.7800,2.4700,1.0595,1.0595
0.8300,2.4700,1.0689,1.0689
0.8800,2.4700,1.0794,1.0794
0.9300,2.4200,1.0440,1.0440
0.9800,2.4200,1.0595,1.0595
1.0300,2.4200,1.0689,1.0689
1.0800,2.4200,1.0770,1.0770
1.1300,2.3700,1.0440,1.0440
1.1800,2.3700,1.0595,1.0595
1.2300,2.3700,1.0689,1.0689
1.2800,2.3200,1.0308,1.0308
1.3300,2.3200,1.0440,1.0440
1.3800,2.3200,1.0595,1.0595
1.4300,2.3200,1.0689,1.0689
1.4800,2.2700,1.0308,1.0308
1.5300,2.2700,1.0440,1.0440
1.5800,2.2700,1.0595,1.0595
1.6300,2.2700,1.0689,1.0689
1.6800,2.2200,1.0308,1.0308
1.7300,2.2200,1.0440,1.0440
1.7800,2.2200,1.0595,1.0595
1.8300,2.2200,1.0595,1.0595
1.8800,2.1700,1.0308,1.0308
1.9300,2.1700,1.0440,1.0440
1.9800,2.1700,1.0500,1.0500
2.0300,2.1200,1.0000,1.0000
2.0800,2.1200,1.0000,1.0000
2.1300,2.1200,1.0000,1.0000
2.1800,2.1200,1.0000,1.0000
2.2300,2.1200,1.0000,1.0000
2.2800,2.0700,0.9500,0.9500
2.3300,2.0700,0.9500,0.9500
2.3800,2.0700,0.9500,0.9500
2.4300,2.0700,0.9500,0.9500
2.4800,2.0700,0.9500,0.9500
2.5300,2.0700,0.9500,0.9500
2.5800,2.0700,0.9500,0.9500
2.6300,2.0700,0.9500,0.9500
2.6800,2.0700,0.9500,0.9500
2.7300,2.0700,0.9500,0.9500
2.7800,2.0700,0.9500,0.9500
2.8300,2.0700,0.9500,0.9500
2.8800,2.0700,0.9500,0.9500
2.9300,2.0700,0.9500,0.9500
2.9800,2.0700,0.9500,0.9500
3.0300,2.0700,0.9500,0.9500
3.0800,2.0700,0.9500,0.9500
3.1300,2.0700,0.9500,0.9500
3.1800,2.1200,0.9055,0.9055
3.2300,2.1200,0.9124,0.9124
3.2800,2.1200,0.9220,0.9220
3.3300,2.1200,0.9341,0.9341
3.3800,2.1200,0.9487,0.9487
3.4300,2.1200,0.9657,0.9657
3.4800,2.1200,0.9708,0.9708
3.5300,2.1200,0.9618,0.9618
3.5800,2.1700,0.9862,0.9862
3.6300,2.1700,1.0012,1.0012
3.6800,2.1700,0.9962,0.9962
3.7300,2.1700,0.9823,0.9823
3.7800,2.1700,0.9708,0.9708
3.8300,2.2200,1.0112,1.0112
3.8800,2.2700,1.0512,1.0512
3.9300,2.3200,1.0770,1.0770
3.9800,2.3200,1.0595,1.0595
4.0300,2.3700,1.0920,1.0920
4.0300,2.4200,1.1102,1.1102
4.0300,2.4700,1.0817,1.0817
4.0800,2.5200,1.0977,1.0977
4.0800,2.5700,1.0735,1.0735
4.1300,2.6200,1.0966,1.0966
4.1300,2.6700,1.0770,1.0770
4.1300,2.7200,1.0595,1.0595
4.1800,2.7700,1.0920,1.0920
4.1800,2.8200,1.0794,1.0794
4.1800,2.8700,1.0689,1.0689
4.1800,2.9200,1.0607,1.0607
4.1300,2.9700,1.0050,1.0050
4.1300,3.0200,1.0012,1.0012
4.0800,3.0700,0.9500,0.9500
4.0800,3.1200,0.9500,0.9500
4.0800,3.1700,0.9500,0.9500
4.0300,3.2200,0.9000,0.9000
4.0300,3.2700,0.9000,0.9000
3.9800,3.3200,0.8500,0.8500
3.9800,3.3700,0.8515,0.8515
3.9300,3.4200,0.8062,0.8062
3.9300,3.4700,0.8139,0.8139
3.8800,3.5200,0.7762,0.7762
3.8800,3.5700,0.7906,0.7906
3.8300,3.6200,0.7616,0.7616
3.8300,3.6700,0.7826,0.7826
3.7800,3.7200,0.7632,0.7632
3.7800,3.7700,0.7906,0.7906
3.7300,3.8200,0.7616,0.7616
3.6800,3.8700,0.7280,0.7280
3.6300,3.9200,0.6964,0.6964
3.5800,3.9200,0.7159,0.7159
3.5300,3.9700,0.6801,0.6801
3.4800,3.9700,0.6964,0.6964
3.4300,4.0200,0.6671,0.6671
3.3800,4.0200,0.6801,0.6801
3.3300,4.0200,0.6708,0.6708
3.2800,4.0200,0.6500,0.6500
3.2300,4.0700,0.6708,0.6708
3.1800,4.0700,0.6500,0.6500
3.1300,4.0700,0.6325,0.6325
3.0800,4.1200,0.6671,0.6671
3.0300,4.1200,0.6576,0.6576
2.9800,4.1700,0.6964,0.6964
2.9300,4.1700,0.6801,0.6801
2.8800,4.1700,0.6671,0.6671
2.8300,4.2200,0.6964,0.6964
2.7800,4.2200,0.6801,0.6801
2.7300,4.2200,0.6671,0.6671
2.6800,4.2700,0.7071,0.7071
2.6300,4.2700,0.6964,0.6964
2.5800,4.2700,0.6801,0.6801
2.5300,4.2700,0.6671,0.6671
2.4800,4.3200,0.7071,0.7071
2.4300,4.3200,0.6964,0.6964
2.3800,4.3200,0.6801,0.6801
2.3300,4.3700,0.7159,0.7159
2.2800,4.3700,0.7071,0.7071
2.2300,4.3700,0.6964,0.6964
2.1800,4.4200,0.7280,0.7280
2.1300,4.4200,0.7159,0.7159
2.0800,4.4200,0.6964,0.6964
2.0300,4.4700,0.7280,0.7280
1.9800,4.4700,0.7159,0.7159
1.9300,4.4700,0.7071,0.7071
1.8800,4.5200,0.7433,0.7433
1.8300,4.5200,0.7280,0.7280
1.7800,4.5700,0.7616,0.7616
1.7300,4.5700,0.7566,0.7566
1.6800,4.5700,0.7433,0.7433
1.6300,4.5700,0.7280,0.7280
1.5800,4.6200,0.7616,0.7616
1.5300,4.6200,0.7433,0.7433
1.4800,4.6200,0.7280,0.7280
1.4300,4.6700,0.7649,0.7649
1.3800,4.6700,0.7566,0.7566
1.3300,4.6700,0.7433,0.7433
1.2800,4.7200,0.7762,0.7762
1.2300,4.7200,0.7649,0.7649
1.1800,4.7200,0.7566,0.7566
1.1300,4.7700,0.7906,0.7906
1.0800,4.7700,0.7762,0.7762
1.0300,4.7700,0.7616,0.7616
0.9800,4.7700,0.7433,0.7433
0.9300,4.8200,0.7762,0.7762
0.8800,4.8200,0.7649,0.7649
0.8300,4.8200,0.7566,0.7566
0.7800,4.8700,0.7906,0.7906
0.7300,4.8700,0.7762,0.7762
0.6800,4.9200,0.8139,0.8139
0.6300,4.9200,0.8062,0.8062
0.5800,4.9200,0.7906,0.7906
0.5300,4.9700,0.8246,0.8246
0.4800,4.9700,0.8078,0.8078
0.4300,4.9700,0.7906,0.7906
0.3800,5.0200,0.8246,0.8246
0.3300,5.0200,0.8078,0.8078
0.2800,5.0200,0.7906,0.7906
0.2300,5.0200,0.7762,0.7762
0.1800,5.0700,0.8139,0.8139
0.1300,5.0700,0.8062,0.8062
0.0800,5.0700,0.7906,0.7906
0.0300,5.1200,0.8246,0.8246
-0.0200,5.1200,0.8139,0.8139
-0.0700,5.1200,0.8062,0.8062
-0.1200,5.1200,0.8016,0.8016
-0.1700,5.1700,0.8382,0.8382
-0.2200,5.1700,0.8246,0.8246
-0.2700,5.1700,0.8078,0.8078
-0.3200,5.2200,0.8382,0.8382
-0.3700,5.2200,0.8246,0.8246
-0.4200,5.2700,0.8631,0.8631
-0.4700,5.2700,0.8544,0.8544
-0.5200,5.2700,0.8382,0.8382
-0.5700,5.3200,0.8631,0.8631
-0.6200,5.3200,0.8631,0.8631
-0.6700,5.3200,0.8544,0.8544
-0.7200,5.3700,0.8544,0.8544
-0.7700,5.3700,0.8732,0.8732
-0.8200,5.3700,0.8544,0.8544
-0.8700,5.4200,0.8732,0.8732
-0.9200,5.4200,0.8732,0.8732
-0.9700,5.4200,0.8631,0.8631
-1.0200,5.4200,0.8544,0.8544
-1.0700,5.4700,0.8860,0.8860
-1.1200,5.4700,0.8732,0.8732
-1.1700,5.4700,0.8631,0.8631
-1.2200,5.5200,0.9014,0.9014
-1.2700,5.5200,0.8860,0.8860
-1.3200,5.5700,0.9192,0.9192
-1.3700,5.6200,0.9487,0.9487
-1.4200,5.6200,0.9341,0.9341
-1.4700,5.6700,0.9708,0.9708
-1.5200,5.7200,1.0112,1.0112
-1.5200,5.7700,1.0595,1.0595
-1.5700,5.8200,1.0920,1.0920
-1.6200,5.8700,1.1180,1.1180
-1.6200,5.9200,1.0966,1.0966
-1.6700,5.9700,1.1236,1.1236
-1.6700,6.0200,1.1068,1.1068
-1.6700,6.0700,1.0920,1.0920
-1.7200,6.1200,1.1281,1.1281
-1.7200,6.1700,1.1180,1.1180
-1.7700,6.2200,1.1597,1.1597
-1.7700,6.2700,1.1543,1.1543
-1.8200,6.3200,1.2010,1.2010
-1.8200,6.3700,1.2000,1.2000
-1.8700,6.4200,1.2500,1.2500
-1.8700,6.4700,1.2500,1.2500
-1.8700,6.5200,1.2500,1.2500
-1.8700,6.5700,1.2510,1.2510
-1.8700,6.6200,1.2540,1.2540
-1.8200,6.6700,1.2093,1.2093
-1.8200,6.7200,1.2166,1.2166
-1.8200,6.7700,1.2258,1.2258
-1.8200,6.8200,1.2369,1.2369
-1.7700,6.8700,1.2021,1.2021
-1.7700,6.9200,1.2176,1.2176
-1.7700,6.9700,1.2349,1.2349
-1.7200,7.0200,1.2083,1.2083
-1.7200,7.0700,1.2298,1.2298
-1.7200,7.1200,1.2530,1.2530
-1.6700,7.1700,1.2349,1.2349
-1.6700,7.2200,1.2619,1.2619
-1.6700,7.2700,1.2855,1.2855
-1.6200,7.3200,1.2500,1.2500
-1.5700,7.3700,1.2000,1.2000
-1.5200,7.4200,1.1511,1.1511
-1.4700,7.4700,1.1045,1.1045
-1.4200,7.4700,1.0920,1.0920
-1.3700,7.4700,1.0794,1.0794
-1.3200,7.5200,1.0198,1.0198
-1.2700,7.5200,1.0112,1.0112
-1.2200,7.4700,1.0548,1.0548
-1.1700,7.4700,1.0440,1.0440
-1.1200,7.4700,1.0308,1.0308
-1.0700,7.4700,1.0124,1.0124
-1.0200,7.4700,0.9862,0.9862
-0.9700,7.4700,0.9618,0.9618
-0.9200,7.4700,0.9394,0.9394
-0.8700,7.4700,0.9192,0.9192
-0.8200,7.4700,0.9014,0.9014
-0.7700,7.4200,0.8382,0.8382
-0.7200,7.4200,0.8246,0.8246
-0.6700,7.4200,0.8139,0.8139
-0.6200,7.4200,0.8062,0.8062
-0.5700,7.4200,0.8016,0.8016
-0.5200,7.4200,0.8000,0.8000
-0.4700,7.4200,0.8000,0.8000
-0.4200,7.4200,0.8000,0.8000
-0.3700,7.4200,0.8000,0.8000
-0.3200,7.4200,0.8000,0.8000
-0.2700,7.3700,0.7517,0.7517
-0.2200,7.3700,0.7566,0.7566
-0.1700,7.3700,0.7649,0.7649
-0.1200,7.3700,0.7762,0.7762
-0.0700,7.3700,0.7906,0.7906
-0.0200,7.3700,0.8078,0.8078
0.0300,7.3700,0.8246,0.8246
0.0800,7.3700,0.8382,0.8382
0.1300,7.3700,0.8382,0.8382
0.1800,7.3200,0.8276,0.8276
0.2300,7.3200,0.8500,0.8500
0.2800,7.3200,0.8544,0.8544
0.3300,7.3200,0.8382,0.8382
0.3800,7.2700,0.8544,0.8544
0.4300,7.2700,0.8631,0.8631
0.4800,7.2700,0.8544,0.8544
0.5300,7.2700,0.8382,0.8382
0.5800,7.2200,0.8732,0.8732
0.6300,7.2200,0.8631,0.8631
0.6800,7.2200,0.8544,0.8544
0.7300,7.2200,0.8382,0.8382
0.7800,7.1700,0.8732,0.8732
0.8300,7.1700,0.8631,0.8631
0.8800,7.1200,0.8944,0.8944
0.9300,7.1200,0.8860,0.8860
0.9800,7.1200,0.8732,0.8732
1.0300,7.0700,0.9014,0.9014
1.0800,7.0700,0.9055,0.9055
1.1300,7.0700,0.9014,0.9014
1.1800,7.0700,0.8860,0.8860
1.2300,7.0200,0.9192,0.9192
1.2800,7.0200,0.9124,0.9124
1.3300,7.0200,0.9014,0.9014
1.3800,6.9700,0.9341,0.9341
1.4300,6.9700,0.9220,0.9220
1.4800,6.9700,0.9124,0.9124
1.5300,6.9700,0.9014,0.9014
1.5800,6.9200,0.9341,0.9341
1.6300,6.9200,0.9220,0.9220
1.6800,6.9200,0.9124,0.9124
1.7300,6.8700,0.9487,0.9487
1.7800,6.8700,0.9341,0.9341
1.8300,6.8700,0.9220,0.9220
1.8800,6.8200,0.9618,0.9618
1.9300,6.8200,0.9487,0.9487
1.9800,6.8200,0.9341,0.9341
2.0300,6.7700,0.9708,0.9708
2.0800,6.7700,0.9618,0.9618
2.1300,6.7700,0.9552,0.9552
2.1800,6.7200,0.9823,0.9823
2.2300,6.7200,0.9823,0.9823
2.2800,6.7200,0.9708,0.9708
2.3300,6.7200,0.9618,0.9618
2.3800,6.6700,0.9962,0.9962
2.4300,6.6700,0.9823,0.9823
2.4800,6.6700,0.9708,0.9708
2.5300,6.6200,1.0112,1.0112
2.5800,6.6200,0.9962,0.9962
2.6300,6.6200,0.9823,0.9823
2.6800,6.6200,0.9708,0.9708
2.7300,6.5700,1.0112,1.0112
2.7800,6.5700,0.9962,0.9962
2.8300,6.5200,1.0308,1.0308
2.8800,6.5200,1.0198,1.0198
2.9300,6.5200,1.0112,1.0112
2.9800,6.5200,0.9962,0.9962
3.0300,6.4700,1.0308,1.0308
3.0800,6.4700,1.0198,1.0198
3.1300,6.4700,1.0112,1.0112
3.1800,6.4200,1.0440,1.0440
3.2300,6.4200,1.0308,1.0308
3.2800,6.4200,1.0198,1.0198
3.3300,6.4200,1.0112,1.0112
3.3800,6.3700,1.0548,1.0548
3.4300,6.3700,1.0440,1.0440
3.4800,6.3700,1.0308,1.0308
3.5300,6.3200,1.0689,1.0689
3.5800,6.3200,1.0595,1.0595
3.6300,6.3200,1.0440,1.0440
3.6800,6.2700,1.0794,1.0794
3.7300,6.2700,1.0689,1.0689
3.7800,6.2700,1.0595,1.0595
3.8300,6.2200,1.0920,1.0920
3.8800,6.2200,1.0794,1.0794
3.9300,6.2200,1.0689,1.0689
3.9800,6.1700,1.0794,1.0794
4.0300,6.1700,1.0920,1.0920
4.0800,6.1700,1.0794,1.0794
4.1300,6.1700,1.0689,1.0689
4.1800,6.1200,1.0607,1.0607
4.2300,6.1200,1.0689,1.0689
4.2800,6.1200,1.0794,1.0794
4.3300,6.0700,1.0440,1.0440
4.3800,6.0700,1.0595,1.0595
4.4300,6.0700,1.0770,1.0770
4.4800,6.0700,1.0794,1.0794
4.5300,6.0700,1.0689,1.0689
4.5800,6.0200,1.0966,1.0966
4.6300,6.0200,1.1045,1.1045
4.6800,6.0200,1.0920,1.0920
4.7300,6.0200,1.0794,1.0794
4.7800,5.9700,1.1045,1.1045
4.8300,5.9700,1.1068,1.1068
4.8800,5.9700,1.0920,1.0920
4.9300,5.9700,1.0794,1.0794
4.9800,5.9200,1.0920,1.0920
5.0300,5.9200,1.1068,1.1068
5.0800,5.9200,1.0920,1.0920
5.1300,5.8700,1.0920,1.0920
5.1800,5.8700,1.1068,1.1068
5.2300,5.8700,1.1068,1.1068
5.2800,5.8200,1.0920,1.0920
5.3300,5.8200,1.1068,1.1068
5.3800,5.8200,1.1180,1.1180
5.4300,5.8200,1.1068,1.1068
5.4800,5.8200,1.0920,1.0920
5.5300,5.8200,1.0794,1.0794
5.5800,5.7700,1.1180,1.1180
5.6300,5.7700,1.1102,1.1102
5.6800,5.7700,1.1045,1.1045
5.7300,5.7200,1.1281,1.1281
5.7800,5.7200,1.1281,1.1281
5.8300,5.7200,1.1180,1.1180
5.8800,5.6700,1.1236,1.1236
5.9300,5.6700,1.1402,1.1402
5.9800,5.6700,1.1281,1.1281
6.0300,5.6200,1.1180,1.1180
6.0800,5.6200,1.1281,1.1281
6.1300,5.6200,1.1402,1.1402
6.1800,5.6200,1.1281,1.1281
6.2300,5.5700,1.1236,1.1236
6.2800,5.5700,1.1402,1.1402
6.3300,5.5700,1.1402,1.1402
6.3800,5.5700,1.1281,1.1281
6.4300,5.5200,1.1402,1.1402
6.4800,5.5200,1.1543,1.1543
6.5300,5.5200,1.1402,1.1402
6.5800,5.5200,1.1281,1.1281
6.6300,5.4700,1.1402,1.1402
6.6800,5.4700,1.1543,1.1543
6.7300,5.4700,1.1402,1.1402
6.7800,5.4700,1.1281,1.1281
6.8300,5.4200,1.1543,1.1543
6.8800,5.4200,1.1597,1.1597
6.9300,5.4200,1.1543,1.1543
6.9800,5.4200,1.1402,1.1402
7.0300,5.3700,1.1673,1.1673
7.0800,5.3700,1.1673,1.1673
7.1300,5.3700,1.1543,1.1543
7.1800,5.3700,1.1402,1.1402
7.2300,5.3200,1.1705,1.1705
7.2800,5.3200,1.1673,1.1673
7.3300,5.3200,1.1543,1.1543
7.3800,5.2700,1.1673,1.1673
7.4300,5.2700,1.1769,1.1769
7.4800,5.2700,1.1673,1.1673
7.5300,5.2700,1.1543,1.1543
7.5800,5.2200,1.1705,1.1705
7.6300,5.2200,1.1769,1.1769
7.6800,5.2200,1.1673,1.1673
7.7300,5.2200,1.1543,1.1543
7.7800,5.1700,1.1885,1.1885
7.8300,5.1700,1.1769,1.1769
7.8800,5.1700,1.1673,1.1673
7.9300,5.1200,1.1769,1.1769
7.9800,5.1200,1.1885,1.1885
8.0300,5.1200,1.1769,1.1769
8.0800,5.1200,1.1673,1.1673
8.1300,5.0700,1.1885,1.1885
8.1800,5.0700,1.2021,1.2021
8.2300,5.0700,1.1885,1.1885
8.2800,5.0200,1.1885,1.1885
8.3300,5.0200,1.2021,1.2021
8.3800,5.0200,1.2021,1.2021
8.4300,5.0200,1.1885,1.1885
8.4800,4.9700,1.1885,1.1885
8.5300,4.9700,1.2021,1.2021
8.5800,4.9700,1.2021,1.2021
8.6300,4.9700,1.1885,1.1885
8.6800,4.9200,1.2021,1.2021
8.7300,4.9200,1.2166,1.2166
8.7800,4.9200,1.2021,1.2021
8.8300,4.9200,1.1885,1.1885
8.8800,4.8700,1.2021,1.2021
8.9300,4.8700,1.2166,1.2166
8.9800,4.8700,1.2021,1.2021
9.0300,4.8700,1.1885,1.1885
9.0800,4.8200,1.2176,1.2176
9.1300,4.8200,1.2166,1.2166
9.1800,4.8200,1.2093,1.2093
9.2300,4.8200,1.2021,1.2021
9.2800,4.7700,1.2258,1.2258
9.3300,4.7700,1.2258,1.2258
9.3800,4.7700,1.2166,1.2166
9.4300,4.7700,1.2021,1.2021
9.4800,4.7200,1.2349,1.2349
9.5300,4.7200,1.2258,1.2258
9.5800,4.7200,1.2166,1.2166
9.6300,4.6700,1.2349,1.2349
9.6800,4.6700,1.2369,1.2369
9.7300,4.6700,1.2258,1.2258
9.7800,4.6700,1.2166,1.2166
9.8300,4.6200,1.2369,1.2369
9.8800,4.6200,1.2369,1.2369
9.9300,4.6200,1.2258,1.2258
9.9800,4.6200,1.2166,1.2166
10.0300,4.5700,1.2500,1.2500
10.0800,4.5700,1.2369,1.2369
10.1300,4.5700,1.2258,1.2258
10.1800,4.5200,1.2369,1.2369
10.2300,4.5200,1.2500,1.2500
10.2800,4.5200,1.2369,1.2369
10.3300,4.4700,1.2349,1.2349
10.3800,4.4700,1.2500,1.2500
10.4300,4.4700,1.2590,1.2590
10.4800,4.4700,1.2500,1.2500
10.5300,4.4200,1.2500,1.2500
10.5800,4.4200,1.2649,1.2649
10.6300,4.4200,1.2649,1.2649
10.6800,4.4200,1.2500,1.2500
10.7300,4.3700,1.2500,1.2500
10.7800,4.3700,1.2649,1.2649
10.8300,4.3700,1.2649,1.2649
10.8800,4.3700,1.2500,1.2500
10.9300,4.3200,1.2649,1.2649
10.9800,4.3200,1.2748,1.2748
11.0300,4.3200,1.2649,1.2649
11.0800,4.2700,1.2649,1.2649
11.1300,4.2700,1.2748,1.2748
11.1800,4.2200,1.2369,1.2369
11.2300,4.2200,1.2500,1.2500
11.2800,4.2200,1.2649,1.2649
11.3300,4.1700,1.2349,1.2349
11.3800,4.1700,1.2500,1.2500
11.4300,4.1700,1.2649,1.2649
11.4800,4.1200,1.2258,1.2258
11.5300,4.1200,1.2369,1.2369
11.5800,4.0700,1.2021,1.2021
11.6300,4.0700,1.2176,1.2176
11.6800,4.0200,1.1885,1.1885
11.7300,4.0200,1.2021,1.2021
11.7800,4.0200,1.2093,1.2093
11.8300,3.9700,1.1673,1.1673
11.8800,3.9700,1.1769,1.1769
11.9300,3.9700,1.1885,1.1885
11.9800,3.9200,1.1543,1.1543
12.0300,3.9200,1.1705,1.1705
12.0800,3.9200,1.1885,1.1885
12.1300,3.8700,1.1543,1.1543
12.1800,3.8200,1.1236,1.1236
12.2300,3.8200,1.1402,1.1402
12.2800,3.8200,1.1543,1.1543
12.3300,3.7700,1.1236,1.1236
12.3800,3.7700,1.1402,1.1402
12.4300,3.7700,1.1543,1.1543
12.4800,3.7200,1.1236,1.1236
12.5300,3.6700,1.0966,1.0966
12.5800,3.6200,1.0735,1.0735
12.6300,3.5700,1.0548,1.0548
12.6800,3.5700,1.0817,1.0817
12.7300,3.5200,1.0700,1.0700
12.7800,3.5200,1.0966,1.0966
12.8300,3.4700,1.0735,1.0735
12.8800,3.4200,1.0548,1.0548
12.9300,3.3700,1.0404,1.0404
12.9300,3.3200,1.0607,1.0607
12.9800,3.2700,1.0512,1.0512
12.9800,3.2200,1.0308,1.0308
13.0300,3.1700,1.0404,1.0404
13.0800,3.1200,1.0296,1.0296
13.0800,3.0700,1.0296,1.0296
13.1300,3.0200,1.0198,1.0198
13.1800,2.9700,0.9823,0.9823
13.1800,2.9200,0.9962,0.9962
13.2300,2.8700,0.9618,0.9618
13.2300,2.8200,0.9708,0.9708
13.2300,2.7700,0.9708,0.9708
13.2300,2.7200,0.9434,0.9434
13.2800,2.6700,0.9552,0.9552
13.2800,2.6200,0.9394,0.9394
13.2800,2.5700,0.9192,0.9192
13.2800,2.5200,0.9014,0.9014
13.2800,2.4700,0.8860,0.8860
13.2800,2.4200,0.8732,0.8732
13.3300,2.3700,0.9124,0.9124
13.3300,2.3200,0.9055,0.9055
13.3300,2.2700,0.9014,0.9014
13.3300,2.2200,0.9000,0.9000
13.3300,2.1700,0.9000,0.9000
13.3300,2.1200,0.9000,0.9000
13.3300,2.0700,0.9000,0.9000
13.3300,2.0200,0.9000,0.9000
13.3300,1.9700,0.9000,0.9000
13.3300,1.9200,0.9000,0.9000
13.3300,1.8700,0.8860,0.8860
13.3300,1.8200,0.8732,0.8732
13.3300,1.7700,0.8631,0.8631
13.3300,1.7200,0.8559,0.8559
13.2800,1.6700,0.8016,0.8016
13.2800,1.6200,0.8000,0.8000
13.2800,1.5700,0.8000,0.8000
13.2300,1.5200,0.7500,0.7500
13.2300,1.4700,0.7500,0.7500
13.2300,1.4200,0.7500,0.7500
13.2300,1.3700,0.7500,0.7500
13.2300,1.3200,0.7500,0.7500
13.1800,1.2700,0.7000,0.7000
13.1800,1.2200,0.7000,0.7000
13.1800,1.1700,0.7018,0.7018
13.1800,1.1200,0.7071,0.7071
13.1800,1.0700,0.7159,0.7159
13.1800,1.0200,0.7280,0.7280
13.1800,0.9700,0.7433,0.7433
13.1800,0.9200,0.7500,0.7500
13.1800,0.8700,0.7517,0.7517
13.1300,0.8200,0.7071,0.7071
13.1300,0.7700,0.7159,0.7159
13.1300,0.7200,0.7280,0.7280
13.1300,0.6700,0.7433,0.7433
13.1300,0.6200,0.7500,0.7500
