# x_m,y_m,w_tr_right_m,w_tr_left_m
-4.8500,-0.8100,1.3000,1.3000
-4.8500,-0.8600,1.2981,1.2981
-4.8500,-0.9100,1.2855,1.2855
-4.8500,-0.9600,1.2748,1.2748
-4.8500,-1.0100,1.2659,1.2659
-4.8500,-1.0600,1.2590,1.2590
-4.8500,-1.1100,1.2540,1.2540
-4.8500,-1.1600,1.2510,1.2510
-4.8500,-1.2100,1.2500,1.2500
-4.8500,-1.2600,1.2510,1.2510
-4.8500,-1.3100,1.2540,1.2540
-4.8500,-1.3600,1.2590,1.2590
-4.8500,-1.4100,1.2659,1.2659
-4.8500,-1.4600,1.2748,1.2748
-4.8500,-1.5100,1.2855,1.2855
-4.8500,-1.5600,1.2981,1.2981
-4.8500,-1.6100,1.3000,1.3000
-4.8500,-1.6600,1.3000,1.3000
-4.8500,-1.7100,1.3000,1.3000
-4.8500,-1.7600,1.3000,1.3000
-4.8500,-1.8100,1.3000,1.3000
