# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.4800,7.0300,0.6727,0.6727
-0.4300,7.0800,0.6727,0.6727
-0.3800,7.1300,0.6727,0.6727
-0.3300,7.1800,0.6727,0.6727
-0.2800,7.2300,0.6727,0.6727
-0.2300,7.2800,0.6727,0.6727
-0.1800,7.3300,0.6727,0.6727
-0.1300,7.3800,0.6727,0.6727
-0.0800,7.4300,0.6727,0.6727
-0.0300,7.4800,0.6727,0.6727
0.0200,7.5300,0.6727,0.6727
0.0700,7.5800,0.6727,0.6727
0.1200,7.6300,0.6727,0.6727
0.1700,7.6800,0.6727,0.6727
0.2200,7.6800,0.6519,0.6519
0.2700,7.6800,0.6265,0.6265
0.3200,7.7300,0.6500,0.6500
0.3700,7.7300,0.6325,0.6325
0.4200,7.7300,0.6185,0.6185
0.4700,7.7800,0.6576,0.6576
0.5200,7.7800,0.6519,0.6519
0.5700,7.8300,0.7000,0.7000
0.6200,7.8300,0.7000,0.7000
0.6700,7.8300,0.7000,0.7000
0.7200,7.8800,0.7500,0.7500
0.7700,7.8800,0.7500,0.7500
0.8200,7.8800,0.7500,0.7500
0.8700,7.9300,0.8000,0.8000
0.9200,7.9300,0.8016,0.8016
0.9700,7.9300,0.8062,0.8062
1.0200,7.9800,0.8631,0.8631
1.0700,7.9800,0.8732,0.8732
1.1200,7.9800,0.8860,0.8860
1.1700,8.0300,0.9487,0.9487
1.2200,8.0300,0.9657,0.9657
1.2700,8.0300,0.9849,0.9849
1.3200,8.0800,1.0512,1.0512
1.3700,8.0800,1.0735,1.0735
1.4200,8.0800,1.0977,1.0977
1.4700,8.1300,1.1662,1.1662
1.5200,8.1800,1.2349,1.2349
1.5700,8.1800,1.2619,1.2619
1.6200,8.1800,1.2903,1.2903
1.6700,8.1800,1.3200,1.3200
1.7200,8.1800,1.3509,1.3509
1.7700,8.1800,1.3829,1.3829
1.8200,8.2300,1.3928,1.3928
1.8700,8.1800,1.4500,1.4500
1.9200,8.1300,1.4500,1.4500
1.9700,8.0800,1.4500,1.4500
2.0200,8.0300,1.4318,1.4318
2.0700,7.9800,1.3730,1.3730
2.0700,7.9300,1.3601,1.3601
2.0200,7.8800,1.3509,1.3509
2.0200,7.8300,1.3200,1.3200
2.0200,7.7800,1.2903,1.2903
2.0200,7.7300,1.2619,1.2619
2.0200,7.6800,1.2349,1.2349
2.0200,7.6300,1.2093,1.2093
1.9700,7.5800,1.1413,1.1413
1.9700,7.5300,1.1180,1.1180
1.9700,7.4800,1.0966,1.0966
1.9700,7.4300,1.0770,1.0770
1.9700,7.3800,1.0595,1.0595
1.9700,7.3300,1.0440,1.0440
1.9200,7.2800,0.9823,0.9823
1.9200,7.2300,0.9708,0.9708
1.9200,7.1800,0.9618,0.9618
1.9200,7.1300,0.9552,0.9552
1.9200,7.0800,0.9513,0.9513
1.9200,7.0300,0.9500,0.9500
1.8700,6.9800,0.9000,0.9000
1.8700,6.9300,0.9000,0.9000
1.8700,6.8800,0.9000,0.9000
1.8700,6.8300,0.9000,0.9000
1.8200,6.7800,0.8515,0.8515
1.8200,6.7300,0.8559,0.8559
1.8200,6.6800,0.8631,0.8631
1.7700,6.6300,0.8246,0.8246
1.7700,6.5800,0.8382,0.8382
1.7700,6.5300,0.8544,0.8544
1.7700,6.4800,0.8732,0.8732
1.7200,6.4300,0.8500,0.8500
1.7200,6.3800,0.8746,0.8746
1.7200,6.3300,0.9014,0.9014
1.7200,6.2800,0.9301,0.9301
1.6700,6.2300,0.9220,0.9220
1.6200,6.1800,0.9192,0.9192
1.6200,6.1300,0.9301,0.9301
1.5700,6.0800,0.9434,0.9434
1.5200,6.0300,0.9552,0.9552
1.4700,5.9800,0.9605,0.9605
1.4200,5.9300,0.9708,0.9708
1.3700,5.8800,0.9862,0.9862
1.3200,5.8300,1.0000,1.0000
1.2700,5.7800,1.0124,1.0124
1.2200,5.7300,1.0000,1.0000
1.1700,5.6800,0.9925,0.9925
1.1700,5.6300,1.0000,1.0000
1.1200,5.5800,1.0124,1.0124
1.0700,5.5300,1.0124,1.0124
1.0200,5.4800,1.0000,1.0000
1.0200,5.4300,1.0124,1.0124
0.9700,5.3800,1.0259,1.0259
0.9200,5.3300,1.0259,1.0259
0.8700,5.2800,1.0124,1.0124
0.8700,5.2300,1.0124,1.0124
0.8200,5.1800,1.0296,1.0296
0.7700,5.1300,1.0259,1.0259
0.7200,5.0800,1.0259,1.0259
0.7200,5.0300,1.0259,1.0259
0.6700,4.9800,1.0308,1.0308
0.6200,4.9300,1.0308,1.0308
0.6200,4.8800,1.0124,1.0124
0.5700,4.8300,1.0296,1.0296
0.5200,4.7800,1.0404,1.0404
0.4700,4.7300,1.0404,1.0404
0.4200,4.6800,1.0308,1.0308
0.4200,4.6300,1.0308,1.0308
0.3700,4.5800,1.0404,1.0404
0.3200,4.5300,1.0548,1.0548
0.2700,4.4800,1.0404,1.0404
0.2200,4.4300,1.0308,1.0308
0.2200,4.3800,1.0404,1.0404
0.1700,4.3300,1.0548,1.0548
0.1200,4.2800,1.0548,1.0548
0.0700,4.2300,1.0404,1.0404
0.0700,4.1800,1.0548,1.0548
0.0200,4.1300,1.0630,1.0630
-0.0300,4.0800,1.0548,1.0548
-0.0800,4.0300,1.0404,1.0404
-0.0800,3.9800,1.0548,1.0548
-0.1300,3.9300,1.0630,1.0630
-0.1800,3.8800,1.0607,1.0607
-0.2300,3.8300,1.0548,1.0548
-0.2300,3.7800,1.0630,1.0630
-0.2800,3.7300,1.0700,1.0700
-0.3300,3.6800,1.0630,1.0630
-0.3800,3.6300,1.0607,1.0607
-0.3800,3.5800,1.0700,1.0700
-0.4300,3.5300,1.0817,1.0817
-0.4800,3.4800,1.0700,1.0700
-0.5300,3.4300,1.0630,1.0630
-0.5300,3.3800,1.0700,1.0700
-0.5800,3.3300,1.0817,1.0817
-0.6300,3.2800,1.0817,1.0817
-0.6800,3.2300,1.0700,1.0700
-0.6800,3.1800,1.0817,1.0817
-0.7300,3.1300,1.0966,1.0966
-0.7800,3.0800,1.0966,1.0966
-0.8300,3.0300,1.0817,1.0817
-0.8300,2.9800,1.0817,1.0817
-0.8800,2.9300,1.0977,1.0977
-0.9300,2.8800,1.0817,1.0817
-0.9300,2.8300,1.0817,1.0817
-0.9800,2.7800,1.0977,1.0977
-1.0300,2.7300,1.0817,1.0817
-1.0300,2.6800,1.0817,1.0817
-1.0800,2.6300,1.0977,1.0977
-1.0800,2.5800,1.0735,1.0735
-1.0800,2.5300,1.0512,1.0512
-1.0800,2.4800,1.0296,1.0296
-1.1300,2.4300,1.0512,1.0512
-1.1300,2.3800,1.0308,1.0308
-1.1300,2.3300,1.0124,1.0124
-1.1300,2.2800,0.9962,0.9962
-1.1800,2.2300,1.0308,1.0308
-1.1800,2.1800,1.0198,1.0198
-1.1800,2.1300,1.0112,1.0112
-1.2300,2.0800,1.0548,1.0548
-1.2300,2.0300,1.0512,1.0512
-1.2300,1.9800,1.0500,1.0500
-1.2800,1.9300,1.1000,1.1000
-1.2800,1.8800,1.1000,1.1000
-1.2800,1.8300,1.1000,1.1000
-1.2800,1.7800,1.1011,1.1011
-1.3300,1.7300,1.1543,1.1543
-1.3300,1.6800,1.1597,1.1597
-1.3300,1.6300,1.1673,1.1673
-1.3800,1.5800,1.2258,1.2258
-1.3800,1.5300,1.2369,1.2369
-1.3800,1.4800,1.2500,1.2500
-1.4300,1.4300,1.3124,1.3124
-1.4300,1.3800,1.3285,1.3285
-1.3800,1.3300,1.3000,1.3000
-1.3800,1.2800,1.3200,1.3200
-1.3800,1.2300,1.3416,1.3416
-1.3300,1.1800,1.3210,1.3210
-1.3300,1.1300,1.3463,1.3463
-1.3300,1.0800,1.3730,1.3730
-1.2800,1.0300,1.3601,1.3601
-1.2800,0.9800,1.3901,1.3901
-1.2800,0.9300,1.4142,1.4142
-1.2300,0.8800,1.4142,1.4142
-1.1800,0.8300,1.4142,1.4142
-1.1300,0.7800,1.4142,1.4142
-1.0800,0.7300,1.4009,1.4009
-1.0300,0.6800,1.3901,1.3901
-0.9800,0.6300,1.3829,1.3829
-0.9300,0.6300,1.3901,1.3901
-0.8800,0.5800,1.4009,1.4009
-0.8300,0.5800,1.3730,1.3730
-0.7800,0.5800,1.3463,1.3463
-0.7300,0.5300,1.3647,1.3647
-0.6800,0.5300,1.3416,1.3416
-0.6300,0.5300,1.3200,1.3200
-0.5800,0.5300,1.2971,1.2971
-0.5300,0.4800,1.3200,1.3200
-0.4800,0.4800,1.3000,1.3000
-0.4300,0.4800,1.2816,1.2816
-0.3800,0.4800,1.2649,1.2649
-0.3300,0.4800,1.2500,1.2500
-0.2800,0.5300,1.1885,1.1885
-0.2300,0.5300,1.1769,1.1769
-0.1800,0.5300,1.1673,1.1673
-0.1300,0.5800,1.1102,1.1102
-0.0800,0.5800,1.1045,1.1045
-0.0300,0.6300,1.0512,1.0512
0.0200,0.6300,1.0500,1.0500
0.0700,0.6300,1.0500,1.0500
0.1200,0.6800,1.0012,1.0012
0.1700,0.6800,1.0050,1.0050
0.2200,0.7300,0.9618,0.9618
0.2700,0.7300,0.9708,0.9708
0.3200,0.7300,0.9823,0.9823
0.3700,0.7800,0.9487,0.9487
0.4200,0.7800,0.9657,0.9657
0.4700,0.8300,0.9394,0.9394
0.5200,0.8300,0.9618,0.9618
0.5700,0.8300,0.9849,0.9849
0.6200,0.8800,0.9618,0.9618
0.6700,0.8800,0.9862,0.9862
0.7200,0.8800,0.9899,0.9899
0.7700,0.9300,0.9899,0.9899
0.8200,0.9800,0.9899,0.9899
0.8700,1.0300,0.9899,0.9899
0.9200,1.0800,0.9899,0.9899
0.9700,1.1300,0.9862,0.9862
1.0200,1.1800,0.9708,0.9708
1.0200,1.2300,0.9708,0.9708
1.0700,1.2800,0.9708,0.9708
1.1200,1.3300,0.9605,0.9605
1.1700,1.3800,0.9552,0.9552
1.2200,1.4300,0.9552,0.9552
1.2700,1.4800,0.9434,0.9434
1.3200,1.5300,0.9301,0.9301
1.3700,1.5800,0.9055,0.9055
1.3700,1.6300,0.9124,0.9124
1.4200,1.6800,0.8732,0.8732
1.4700,1.7300,0.8382,0.8382
1.4700,1.7800,0.8544,0.8544
1.5200,1.8300,0.8276,0.8276
1.5200,1.8800,0.8500,0.8500
1.5700,1.9300,0.8322,0.8322
1.5700,1.9800,0.8602,0.8602
1.6200,2.0300,0.8515,0.8515
1.6700,2.0800,0.8485,0.8485
1.7200,2.1300,0.8515,0.8515
1.7700,2.1800,0.8602,0.8602
1.8200,2.2300,0.8746,0.8746
1.8700,2.2800,0.8944,0.8944
1.9200,2.3300,0.9179,0.9179
1.9200,2.3800,0.8944,0.8944
1.9700,2.4300,0.9179,0.9179
2.0200,2.4800,0.9394,0.9394
2.0200,2.5300,0.9192,0.9192
2.0700,2.5800,0.9487,0.9487
2.1200,2.6300,0.9552,0.9552
2.1200,2.6800,0.9434,0.9434
2.1700,2.7300,0.9605,0.9605
2.2200,2.7800,0.9708,0.9708
2.2700,2.8300,0.9605,0.9605
2.3200,2.8800,0.9552,0.9552
2.3200,2.9300,0.9552,0.9552
2.3700,2.9800,0.9605,0.9605
2.4200,3.0300,0.9708,0.9708
2.4700,3.0800,0.9862,0.9862
2.5200,3.1300,0.9708,0.9708
2.5200,3.1800,0.9708,0.9708
2.5700,3.2300,0.9862,0.9862
2.6200,3.2800,0.9899,0.9899
2.6200,3.3300,0.9849,0.9849
2.6700,3.3800,0.9925,0.9925
2.7200,3.4300,1.0000,1.0000
2.7700,3.4800,1.0124,1.0124
2.8200,3.5300,1.0000,1.0000
2.8700,3.5800,0.9925,0.9925
2.8700,3.6300,0.9899,0.9899
2.9200,3.6800,0.9925,0.9925
2.9700,3.7300,1.0000,1.0000
2.9700,3.7800,0.9708,0.9708
3.0200,3.8300,0.9862,0.9862
3.0700,3.8800,1.0000,1.0000
3.1200,3.9300,1.0124,1.0124
3.1700,3.9800,1.0000,1.0000
3.1700,4.0300,1.0000,1.0000
3.2200,4.0800,1.0124,1.0124
3.2700,4.1300,1.0124,1.0124
3.3200,4.1800,1.0000,1.0000
3.3200,4.2300,1.0000,1.0000
3.3700,4.2800,1.0062,1.0062
3.4200,4.3300,0.9862,0.9862
3.4200,4.3800,1.0000,1.0000
3.4700,4.4300,1.0000,1.0000
3.4700,4.4800,0.9862,0.9862
3.5200,4.5300,1.0062,1.0062
3.5700,4.5800,1.0124,1.0124
3.5700,4.6300,1.0000,1.0000
3.6200,4.6800,1.0124,1.0124
3.6700,4.7300,1.0259,1.0259
3.7200,4.7800,1.0259,1.0259
3.7200,4.8300,1.0124,1.0124
3.7700,4.8800,1.0296,1.0296
3.8200,4.9300,1.0404,1.0404
3.8200,4.9800,1.0296,1.0296
3.8700,5.0300,1.0404,1.0404
3.9200,5.0800,1.0548,1.0548
3.9200,5.1300,1.0296,1.0296
3.9700,5.1800,1.0512,1.0512
4.0200,5.2300,1.0735,1.0735
4.0700,5.2800,1.0735,1.0735
4.0700,5.3300,1.0700,1.0700
4.1200,5.3800,1.0817,1.0817
4.1200,5.4300,1.0548,1.0548
4.1700,5.4800,1.0735,1.0735
4.2200,5.5300,1.0966,1.0966
4.2700,5.5800,1.0966,1.0966
4.3200,5.6300,1.0966,1.0966
4.3700,5.6800,1.0966,1.0966
4.4200,5.7300,1.0966,1.0966
4.4700,5.7800,1.0966,1.0966
4.5200,5.8300,1.0966,1.0966
4.5200,5.8800,1.0817,1.0817
4.5700,5.9300,1.0977,1.0977
4.6200,5.9800,1.1102,1.1102
4.6200,6.0300,1.0817,1.0817
4.6700,6.0800,1.0977,1.0977
4.6700,6.1300,1.0735,1.0735
4.7200,6.1800,1.0966,1.0966
4.7700,6.2300,1.1180,1.1180
4.8200,6.2800,1.1413,1.1413
4.8700,6.3300,1.1630,1.1630
4.9200,6.3800,1.1673,1.1673
4.9200,6.4300,1.1662,1.1662
4.9700,6.4800,1.1715,1.1715
5.0200,6.5300,1.1800,1.1800
5.0700,6.5800,1.1715,1.1715
5.0700,6.6300,1.1662,1.1662
5.1200,6.6800,1.1800,1.1800
5.1700,6.7300,1.1630,1.1630
5.2200,6.7800,1.1413,1.1413
5.2200,6.8300,1.1630,1.1630
5.2700,6.8800,1.1413,1.1413
5.2700,6.9300,1.1511,1.1511
5.3200,6.9800,1.1511,1.1511
5.3200,7.0300,1.1402,1.1402
5.3700,7.0800,1.1511,1.1511
5.4200,7.1300,1.1662,1.1662
5.4700,7.1800,1.1673,1.1673
5.5200,7.2300,1.1673,1.1673
5.5700,7.2800,1.1662,1.1662
5.5700,7.3300,1.1662,1.1662
5.6200,7.3800,1.1715,1.1715
5.6700,7.4300,1.1715,1.1715
5.7200,7.4800,1.1662,1.1662
5.7200,7.5300,1.1662,1.1662
5.7700,7.5800,1.1800,1.1800
5.8200,7.6300,1.1715,1.1715
5.8700,7.6800,1.1673,1.1673
5.8700,7.7300,1.1715,1.1715
5.9200,7.7800,1.1800,1.1800
5.9700,7.8300,1.1927,1.1927
6.0200,7.8800,1.2021,1.2021
6.0700,7.9300,1.2021,1.2021
6.0700,7.9800,1.1927,1.1927
6.1200,8.0300,1.2042,1.2042
6.1700,8.0800,1.2104,1.2104
6.2200,8.1300,1.2207,1.2207
6.2700,8.1800,1.2349,1.2349
6.3200,8.2300,1.2379,1.2379
6.3700,8.2800,1.2379,1.2379
6.3700,8.3300,1.2349,1.2349
6.4200,8.3800,1.2349,1.2349
6.4700,8.4300,1.2207,1.2207
6.5200,8.4800,1.2093,1.2093
6.5700,8.4800,1.2207,1.2207
6.6200,8.5300,1.2104,1.2104
6.6700,8.5800,1.2042,1.2042
6.7200,8.6300,1.2021,1.2021
6.7700,8.6800,1.1927,1.1927
6.8200,8.7300,1.1800,1.1800
6.8700,8.7800,1.1715,1.1715
6.9200,8.8300,1.1662,1.1662
6.9200,8.8800,1.1673,1.1673
6.9700,8.9300,1.1673,1.1673
7.0200,8.9800,1.1673,1.1673
7.0700,9.0300,1.1673,1.1673
7.1200,9.0800,1.1673,1.1673
7.1700,9.1300,1.1673,1.1673
7.2200,9.1800,1.1673,1.1673
7.2200,9.2300,1.1662,1.1662
7.2700,9.2800,1.1673,1.1673
7.3200,9.3300,1.1715,1.1715
7.3700,9.3800,1.1800,1.1800
7.4200,9.4300,1.1927,1.1927
7.4700,9.4800,1.2021,1.2021
7.5200,9.5300,1.2021,1.2021
7.5700,9.5800,1.2021,1.2021
7.6200,9.6300,1.2021,1.2021
7.6200,9.6800,1.1927,1.1927
7.6700,9.7300,1.2021,1.2021
7.7200,9.7800,1.2021,1.2021
7.7700,9.8300,1.2021,1.2021
7.8200,9.8800,1.1927,1.1927
7.8700,9.9300,1.1800,1.1800
7.8700,9.9800,1.1800,1.1800
7.9200,10.0300,1.1853,1.1853
7.9200,10.0800,1.1662,1.1662
7.9700,10.1300,1.1800,1.1800
7.9700,10.1800,1.1511,1.1511
8.0200,10.2300,1.1662,1.1662
8.0200,10.2800,1.1413,1.1413
8.0700,10.3300,1.1630,1.1630
8.0700,10.3800,1.1424,1.1424
8.1200,10.4300,1.1705,1.1705
8.1700,10.4800,1.2021,1.2021
8.1700,10.5300,1.1853,1.1853
8.2200,10.5800,1.2083,1.2083
8.2700,10.6300,1.1927,1.1927
8.2700,10.6800,1.2083,1.2083
8.3200,10.7300,1.2104,1.2104
8.3200,10.7800,1.1927,1.1927
8.3700,10.8300,1.2042,1.2042
8.4200,10.8800,1.2104,1.2104
8.4700,10.9300,1.2104,1.2104
8.4700,10.9800,1.1927,1.1927
8.5200,11.0300,1.2093,1.2093
8.5200,11.0800,1.1853,1.1853
8.5700,11.1300,1.2083,1.2083
8.5700,11.1800,1.1853,1.1853
8.5700,11.2300,1.1630,1.1630
8.6200,11.2800,1.1885,1.1885
8.6200,11.3300,1.1705,1.1705
8.6200,11.3800,1.1543,1.1543
8.6700,11.4300,1.1885,1.1885
8.6700,11.4800,1.1705,1.1705
8.7200,11.5300,1.2021,1.2021
8.7200,11.5800,1.1885,1.1885
8.7700,11.6300,1.2176,1.2176
8.7700,11.6800,1.2021,1.2021
8.7700,11.7300,1.1885,1.1885
8.8200,11.7800,1.2258,1.2258
8.8200,11.8300,1.2166,1.2166
8.8200,11.8800,1.2093,1.2093
8.8700,11.9300,1.2540,1.2540
8.8700,11.9800,1.2510,1.2510
8.8700,12.0300,1.2500,1.2500
8.8700,12.0800,1.2369,1.2369
8.9200,12.1300,1.2748,1.2748
8.9200,12.1800,1.2659,1.2659
8.9200,12.2300,1.2590,1.2590
8.9200,12.2800,1.2500,1.2500
8.9700,12.3300,1.2855,1.2855
8.9700,12.3800,1.2748,1.2748
8.9700,12.4300,1.2659,1.2659
8.9700,12.4800,1.2590,1.2590
8.9700,12.5300,1.2540,1.2540
8.9700,12.5800,1.2510,1.2510
8.9200,12.6300,1.2000,1.2000
8.9200,12.6800,1.2000,1.2000
8.9200,12.7300,1.2000,1.2000
8.9200,12.7800,1.2000,1.2000
8.8700,12.8300,1.1500,1.1500
8.8700,12.8800,1.1500,1.1500
