# x_m,y_m,w_tr_right_m,w_tr_left_m
-10.7000,6.8600,2.1054,2.1054
-10.7500,6.9100,2.0597,2.0597
-10.7500,6.9600,2.0652,2.0652
-10.8000,7.0100,2.0224,2.0224
-10.8500,7.0600,1.9812,1.9812
-10.9000,7.1100,1.9416,1.9416
-10.9000,7.1600,1.9526,1.9526
-10.9500,7.2100,1.9164,1.9164
-11.0000,7.2600,1.8822,1.8822
-11.0500,7.3100,1.8500,1.8500
-11.1000,7.3600,1.8200,1.8200
-11.1500,7.4100,1.7847,1.7847
-11.2000,7.4600,1.7464,1.7464
-11.2500,7.5100,1.7103,1.7103
-11.3000,7.5600,1.6763,1.6763
-11.3500,7.6100,1.6378,1.6378
-11.4000,7.6600,1.6008,1.6008
-11.4500,7.7100,1.5628,1.5628
-11.5000,7.7600,1.5207,1.5207
-11.5500,7.8100,1.4807,1.4807
-11.6000,7.8100,1.4916,1.4916
-11.6500,7.8600,1.4560,1.4560
-11.7000,7.9100,1.4230,1.4230
-11.7500,7.9100,1.4396,1.4396
-11.8000,7.9600,1.4080,1.4080
-11.8500,7.9600,1.4142,1.4142
-11.9000,8.0100,1.3730,1.3730
-11.9500,8.0100,1.3829,1.3829
-12.0000,8.0100,1.3946,1.3946
-12.0500,8.0600,1.3509,1.3509
-12.1000,8.0600,1.3537,1.3537
-12.1500,8.0600,1.3583,1.3583
-12.2000,8.0600,1.3647,1.3647
-12.2500,8.1100,1.3238,1.3238
-12.3000,8.1100,1.3342,1.3342
-12.3500,8.1100,1.3463,1.3463
-12.4000,8.1100,1.3601,1.3601
-12.4500,8.1100,1.3463,1.3463
-12.5000,8.1100,1.3285,1.3285
-12.5500,8.1100,1.3124,1.3124
-12.6000,8.1100,1.2981,1.2981
-12.6500,8.1100,1.2855,1.2855
-12.7000,8.1100,1.2748,1.2748
-12.7500,8.1100,1.2659,1.2659
-12.8000,8.1100,1.2590,1.2590
-12.8500,8.1600,1.3038,1.3038
-12.9000,8.1600,1.3010,1.3010
-12.9500,8.1600,1.3000,1.3000
-13.0000,8.1600,1.3000,1.3000
-13.0500,8.1600,1.3000,1.3000
-13.1000,8.1600,1.3000,1.3000
-13.1500,8.1600,1.3010,1.3010
-13.2000,8.1600,1.3038,1.3038
-13.2500,8.1600,1.3086,1.3086
-13.3000,8.1600,1.3153,1.3153
-13.3500,8.2100,1.3730,1.3730
-13.4000,8.2100,1.3829,1.3829
-13.4500,8.2100,1.3946,1.3946
-13.5000,8.2100,1.4080,1.4080
-13.5500,8.2100,1.4230,1.4230
-13.6000,8.2100,1.4396,1.4396
-13.6500,8.2100,1.4534,1.4534
-13.7000,8.2100,1.4577,1.4577
-13.7500,8.2100,1.4637,1.4637
-13.8000,8.2100,1.4714,1.4714
-13.8500,8.2100,1.4807,1.4807
-13.9000,8.2100,1.4916,1.4916
-13.9500,8.2100,1.5000,1.5000
-14.0000,8.2100,1.5000,1.5000
-14.0500,8.2100,1.5008,1.5008
-14.1000,8.2100,1.5033,1.5033
-14.1500,8.2100,1.5075,1.5075
-14.2000,8.2100,1.5133,1.5133
-14.2500,8.2100,1.5207,1.5207
-14.3000,8.2100,1.5297,1.5297
-14.3500,8.2100,1.5403,1.5403
-14.4000,8.1600,1.6000,1.6000
-14.4500,8.1600,1.6000,1.6000
-14.5000,8.1600,1.6000,1.6000
-14.5500,8.1100,1.6500,1.6500
-14.6000,8.0600,1.7000,1.7000
-14.6500,8.0100,1.7500,1.7500
-14.7000,7.9600,1.8000,1.8000
-14.7500,7.9600,1.8000,1.8000
-14.8000,7.9100,1.8500,1.8500
-14.8000,7.8600,1.9000,1.9000
-14.8500,7.8100,1.9500,1.9500
-14.9000,7.7600,1.9723,1.9723
-14.9000,7.7100,1.9474,1.9474
-14.9500,7.6600,1.9679,1.9679
-14.9500,7.6100,1.9455,1.9455
-15.0000,7.5600,1.9679,1.9679
-15.0000,7.5100,1.9455,1.9455
-15.0500,7.4600,1.9660,1.9660
-15.0500,7.4100,1.9500,1.9500
-15.0500,7.3600,1.9313,1.9313
-15.1000,7.3100,1.9416,1.9416
-15.1000,7.2600,1.9449,1.9449
-15.1000,7.2100,1.9300,1.9300
-15.1000,7.1600,1.9164,1.9164
-15.1500,7.1100,1.9164,1.9164
-15.1500,7.0600,1.9235,1.9235
-15.1500,7.0100,1.9320,1.9320
-15.1500,6.9600,1.9235,1.9235
-15.2000,6.9100,1.9039,1.9039
-15.2000,6.8600,1.9105,1.9105
-15.2000,6.8100,1.9164,1.9164
-15.2000,6.7600,1.9164,1.9164
-15.2500,6.7100,1.8828,1.8828
-15.2500,6.6600,1.8927,1.8927
-15.2500,6.6100,1.9026,1.9026
-15.2500,6.5600,1.9059,1.9059
-15.2500,6.5100,1.9105,1.9105
-15.3000,6.4600,1.8668,1.8668
-15.3000,6.4100,1.8742,1.8742
-15.3000,6.3600,1.8828,1.8828
-15.3000,6.3100,1.8927,1.8927
-15.3000,6.2600,1.9026,1.9026
-15.3000,6.2100,1.9059,1.9059
-15.3000,6.1600,1.9105,1.9105
-15.3500,6.1100,1.8668,1.8668
-15.3500,6.0600,1.8742,1.8742
-15.3500,6.0100,1.8828,1.8828
-15.3500,5.9600,1.8927,1.8927
-15.3500,5.9100,1.9000,1.9000
-15.3500,5.8600,1.9000,1.9000
-15.3500,5.8100,1.8974,1.8974
-15.3500,5.7600,1.8822,1.8822
-15.4000,5.7100,1.8507,1.8507
-15.4000,5.6600,1.8527,1.8527
-15.4000,5.6100,1.8561,1.8561
-15.4000,5.5600,1.8608,1.8608
-15.4000,5.5100,1.8668,1.8668
-15.4000,5.4600,1.8668,1.8668
-15.4000,5.4100,1.8608,1.8608
-15.4000,5.3600,1.8561,1.8561
-15.4000,5.3100,1.8527,1.8527
-15.4000,5.2600,1.8439,1.8439
-15.4000,5.2100,1.8337,1.8337
-15.4000,5.1600,1.8248,1.8248
-15.4000,5.1100,1.8173,1.8173
-15.4000,5.0600,1.8111,1.8111
-15.4000,5.0100,1.8062,1.8062
-15.4500,4.9600,1.8527,1.8527
-15.4500,4.9100,1.8507,1.8507
-15.4500,4.8600,1.8500,1.8500
-15.4500,4.8100,1.8500,1.8500
-15.4500,4.7600,1.8500,1.8500
-15.4500,4.7100,1.8500,1.8500
-15.4500,4.6600,1.8500,1.8500
-15.4500,4.6100,1.8500,1.8500
-15.4500,4.5600,1.8500,1.8500
-15.4500,4.5100,1.8500,1.8500
-15.4500,4.4600,1.8500,1.8500
-15.4500,4.4100,1.8500,1.8500
