# x_m,y_m,w_tr_right_m,w_tr_left_m
0.2000,5.2800,0.8860,0.8860
0.2500,5.3300,0.8544,0.8544
0.3000,5.3300,0.8732,0.8732
0.3500,5.3800,0.8500,0.8500
0.4000,5.3800,0.8602,0.8602
0.4500,5.4300,0.8500,0.8500
0.5000,5.4300,0.8500,0.8500
0.5500,5.4300,0.8276,0.8276
0.6000,5.4300,0.8062,0.8062
0.6500,5.4800,0.8276,0.8276
0.7000,5.4800,0.8078,0.8078
0.7500,5.4800,0.7906,0.7906
0.8000,5.4800,0.7762,0.7762
0.8500,5.4800,0.7649,0.7649
0.9000,5.4800,0.7566,0.7566
0.9500,5.5300,0.8016,0.8016
1.0000,5.5300,0.8000,0.8000
1.0500,5.5300,0.8000,0.8000
1.1000,5.5300,0.8000,0.8000
1.1500,5.5300,0.8016,0.8016
1.2000,5.5800,0.8559,0.8559
1.2500,5.5800,0.8631,0.8631
1.3000,5.5800,0.8732,0.8732
1.3500,5.5800,0.8860,0.8860
1.4000,5.5800,0.9014,0.9014
1.4500,5.5800,0.9192,0.9192
1.5000,5.6300,0.9849,0.9849
1.5500,5.6300,1.0062,1.0062
1.6000,5.6300,1.0296,1.0296
1.6500,5.6300,1.0548,1.0548
1.7000,5.6300,1.0607,1.0607
1.7500,5.6300,1.0689,1.0689
1.8000,5.6300,1.0794,1.0794
1.8500,5.6800,1.0440,1.0440
1.9000,5.6800,1.0595,1.0595
1.9500,5.6300,1.1180,1.1180
2.0000,5.6300,1.1281,1.1281
2.0500,5.6300,1.1402,1.1402
2.1000,5.6300,1.1543,1.1543
2.1500,5.6300,1.1673,1.1673
2.2000,5.5800,1.2258,1.2258
2.2000,5.5300,1.2748,1.2748
2.2500,5.4800,1.3342,1.3342
2.3000,5.4300,1.3730,1.3730
2.3500,5.3800,1.3892,1.3892
2.4000,5.3300,1.4089,1.4089
2.4000,5.2800,1.3865,1.3865
2.4500,5.2300,1.4116,1.4116
2.4500,5.1800,1.3928,1.3928
2.5000,5.1300,1.4230,1.4230
2.5000,5.0800,1.4080,1.4080
2.5500,5.0300,1.4396,1.4396
2.6000,4.9800,1.4705,1.4705
2.6000,4.9300,1.4534,1.4534
2.6500,4.8800,1.4765,1.4765
2.6500,4.8300,1.4534,1.4534
2.6500,4.7800,1.4318,1.4318
2.7000,4.7300,1.4577,1.4577
2.7000,4.6800,1.4396,1.4396
2.7500,4.6300,1.3757,1.3757
2.8000,4.5800,1.3124,1.3124
2.8500,4.5800,1.2981,1.2981
2.9000,4.5300,1.2369,1.2369
2.9500,4.5300,1.2258,1.2258
3.0000,4.5300,1.2166,1.2166
3.0500,4.4800,1.1597,1.1597
3.1000,4.4800,1.1543,1.1543
3.1500,4.4800,1.1511,1.1511
3.2000,4.4800,1.1402,1.1402
3.2500,4.4800,1.1281,1.1281
3.3000,4.4800,1.1180,1.1180
3.3500,4.4800,1.1102,1.1102
3.4000,4.4800,1.1045,1.1045
3.4500,4.4800,1.0920,1.0920
3.5000,4.4800,1.0794,1.0794
3.5500,4.4800,1.0689,1.0689
3.6000,4.5300,1.0735,1.0735
3.6500,4.5300,1.0512,1.0512
3.7000,4.5300,1.0308,1.0308
3.7500,4.5300,1.0124,1.0124
3.8000,4.5300,0.9962,0.9962
3.8500,4.5300,0.9823,0.9823
3.9000,4.5300,0.9708,0.9708
3.9500,4.5300,0.9618,0.9618
4.0000,4.5800,0.9055,0.9055
4.0500,4.5800,0.9014,0.9014
4.1000,4.5800,0.9000,0.9000
4.1500,4.5800,0.9000,0.9000
4.2000,4.5800,0.9000,0.9000
4.2500,4.6300,0.8515,0.8515
4.3000,4.6300,0.8559,0.8559
4.3500,4.6300,0.8631,0.8631
4.4000,4.6300,0.8732,0.8732
4.4500,4.6300,0.8860,0.8860
4.5000,4.6300,0.9014,0.9014
4.5500,4.6800,0.8732,0.8732
4.6000,4.6800,0.8944,0.8944
4.6500,4.6800,0.9179,0.9179
4.7000,4.6800,0.9341,0.9341
4.7500,4.6800,0.9179,0.9179
4.8000,4.6800,0.8944,0.8944
4.8500,4.7300,0.9192,0.9192
4.9000,4.7300,0.9014,0.9014
4.9500,4.7300,0.8860,0.8860
5.0000,4.7800,0.9192,0.9192
5.0500,4.7800,0.9014,0.9014
5.1000,4.8300,0.9341,0.9341
5.1500,4.8800,0.9708,0.9708
5.2000,4.9300,1.0112,1.0112
5.2000,4.9800,1.0500,1.0500
5.2500,5.0300,1.0000,1.0000
5.2500,5.0800,1.0000,1.0000
5.2500,5.1300,1.0000,1.0000
5.2500,5.1800,1.0000,1.0000
5.2500,5.2300,1.0012,1.0012
5.2500,5.2800,0.9962,0.9962
5.2500,5.3300,0.9823,0.9823
5.2500,5.3800,0.9708,0.9708
5.2500,5.4300,0.9618,0.9618
5.2500,5.4800,0.9552,0.9552
5.2500,5.5300,0.9513,0.9513
5.2500,5.5800,0.9500,0.9500
5.2500,5.6300,0.9500,0.9500
5.2500,5.6800,0.9500,0.9500
5.2500,5.7300,0.9500,0.9500
5.2500,5.7800,0.9500,0.9500
5.2500,5.8300,0.9500,0.9500
5.2500,5.8800,0.9500,0.9500
5.2500,5.9300,0.9513,0.9513
5.2500,5.9800,0.9552,0.9552
5.3000,6.0300,1.0112,1.0112
5.3000,6.0800,1.0198,1.0198
5.3000,6.1300,1.0308,1.0308
5.3000,6.1800,1.0440,1.0440
5.3500,6.2300,1.1068,1.1068
5.3500,6.2800,1.1236,1.1236
5.4000,6.3300,1.1885,1.1885
5.4500,6.3800,1.2540,1.2540
5.5000,6.4300,1.3200,1.3200
5.5500,6.4800,1.3865,1.3865
5.6000,6.5300,1.4534,1.4534
5.6500,6.5800,1.4983,1.4983
5.7000,6.5800,1.4773,1.4773
5.7500,6.5800,1.4577,1.4577
5.8000,6.6300,1.4866,1.4866
5.8500,6.6300,1.4705,1.4705
5.9000,6.6300,1.4560,1.4560
5.9500,6.6300,1.4431,1.4431
6.0000,6.6300,1.4318,1.4318
6.0500,6.6300,1.4221,1.4221
6.1000,6.6800,1.4637,1.4637
6.1500,6.6800,1.4577,1.4577
6.2000,6.6800,1.4534,1.4534
6.2500,6.6800,1.4509,1.4509
6.3000,6.6800,1.4500,1.4500
6.3500,6.6800,1.4500,1.4500
6.4000,6.6800,1.4500,1.4500
6.4500,6.7300,1.5000,1.5000
6.5000,6.7300,1.5000,1.5000
6.5500,6.7300,1.5000,1.5000
6.6000,6.6800,1.4509,1.4509
6.6500,6.6800,1.4534,1.4534
6.7000,6.6800,1.4577,1.4577
6.7500,6.6300,1.4142,1.4142
6.8000,6.6300,1.4221,1.4221
6.8500,6.6300,1.4318,1.4318
6.9000,6.5800,1.3946,1.3946
6.9500,6.5800,1.4080,1.4080
7.0000,6.5300,1.3757,1.3757
7.0500,6.5300,1.3928,1.3928
7.1000,6.4800,1.3657,1.3657
7.1500,6.4800,1.3865,1.3865
7.2000,6.4300,1.3647,1.3647
7.2500,6.4300,1.3892,1.3892
7.3000,6.3800,1.3730,1.3730
7.3500,6.3800,1.4009,1.4009
7.4000,6.3800,1.4300,1.4300
7.4500,6.3300,1.4213,1.4213
7.5000,6.3300,1.3865,1.3865
7.5500,6.2800,1.3647,1.3647
7.5500,6.2300,1.3865,1.3865
7.6000,6.1800,1.3647,1.3647
7.6500,6.1300,1.3416,1.3416
7.7000,6.0800,1.3124,1.3124
7.7000,6.0300,1.3285,1.3285
7.7500,5.9800,1.3000,1.3000
7.7500,5.9300,1.3200,1.3200
7.8000,5.8800,1.2971,1.2971
7.8000,5.8300,1.3200,1.3200
7.8500,5.7800,1.2971,1.2971
7.8500,5.7300,1.3200,1.3200
7.9000,5.6800,1.2971,1.2971
7.9000,5.6300,1.3124,1.3124
7.9000,5.5800,1.2971,1.2971
7.9500,5.5300,1.3000,1.3000
8.0000,5.4800,1.2748,1.2748
8.0000,5.4300,1.2971,1.2971
8.0500,5.3800,1.2748,1.2748
8.0500,5.3300,1.2971,1.2971
8.0500,5.2800,1.2903,1.2903
8.0500,5.2300,1.2619,1.2619
8.0500,5.1800,1.2349,1.2349
8.0500,5.1300,1.2093,1.2093
8.1000,5.0800,1.2298,1.2298
8.1000,5.0300,1.2083,1.2083
8.1000,4.9800,1.1885,1.1885
8.1000,4.9300,1.1705,1.1705
8.1000,4.8800,1.1543,1.1543
8.1500,4.8300,1.1885,1.1885
8.1500,4.7800,1.1769,1.1769
8.1500,4.7300,1.1673,1.1673
8.1500,4.6800,1.1597,1.1597
8.1500,4.6300,1.1543,1.1543
8.2000,4.5800,1.2010,1.2010
8.2000,4.5300,1.2000,1.2000
8.2000,4.4800,1.2000,1.2000
8.2000,4.4300,1.2000,1.2000
8.2000,4.3800,1.2000,1.2000
8.2500,4.3300,1.2500,1.2500
8.2500,4.2800,1.2500,1.2500
8.2500,4.2300,1.2500,1.2500
8.2500,4.1800,1.2500,1.2500
8.2500,4.1300,1.2500,1.2500
8.3000,4.0800,1.3000,1.3000
8.3000,4.0300,1.3010,1.3010
8.3000,3.9800,1.3038,1.3038
8.3000,3.9300,1.3086,1.3086
8.2500,3.8800,1.2659,1.2659
8.2500,3.8300,1.2748,1.2748
8.2500,3.7800,1.2855,1.2855
8.2000,3.7300,1.2500,1.2500
8.2000,3.6800,1.2649,1.2649
8.2000,3.6300,1.2816,1.2816
8.1500,3.5800,1.2500,1.2500
8.1500,3.5300,1.2649,1.2649
8.1500,3.4800,1.2816,1.2816
8.1000,3.4300,1.2540,1.2540
8.1000,3.3800,1.2748,1.2748
8.0500,3.3300,1.2530,1.2530
8.0500,3.2800,1.2777,1.2777
8.0000,3.2300,1.2619,1.2619
8.0000,3.1800,1.2500,1.2500
7.9500,3.1300,1.2176,1.2176
7.9000,3.0800,1.1885,1.1885
7.8500,3.0300,1.1543,1.1543
7.8000,3.0300,1.1705,1.1705
7.7500,2.9800,1.1402,1.1402
7.7000,2.9300,1.1068,1.1068
7.6500,2.8800,1.0770,1.0770
7.6000,2.8800,1.0920,1.0920
7.5500,2.8800,1.1068,1.1068
7.5000,2.8300,1.0770,1.0770
7.4500,2.8300,1.0920,1.0920
7.4000,2.8300,1.1068,1.1068
7.3500,2.7800,1.0770,1.0770
7.3000,2.7800,1.0920,1.0920
7.2500,2.7300,1.0595,1.0595
7.2000,2.7300,1.0770,1.0770
7.1500,2.7300,1.0966,1.0966
7.1000,2.6800,1.0735,1.0735
7.0500,2.6800,1.0920,1.0920
7.0000,2.6800,1.0966,1.0966
6.9500,2.6800,1.0735,1.0735
6.9000,2.6800,1.0512,1.0512
6.8500,2.6300,1.0770,1.0770
6.8000,2.6300,1.0595,1.0595
6.7500,2.6300,1.0440,1.0440
6.7000,2.5800,1.0794,1.0794
6.6500,2.5800,1.0689,1.0689
6.6000,2.5800,1.0607,1.0607
6.5500,2.5300,1.1045,1.1045
6.5000,2.5300,1.1011,1.1011
6.4500,2.5300,1.1000,1.1000
6.4000,2.4800,1.1180,1.1180
6.3500,2.4800,1.1236,1.1236
6.3000,2.4800,1.1068,1.1068
6.2500,2.4800,1.0920,1.0920
6.2000,2.4300,1.1236,1.1236
6.1500,2.4300,1.1180,1.1180
6.1000,2.4300,1.1068,1.1068
6.0500,2.3800,1.1236,1.1236
6.0000,2.3800,1.1281,1.1281
5.9500,2.3800,1.1180,1.1180
5.9000,2.3300,1.1236,1.1236
5.8500,2.3300,1.1402,1.1402
5.8000,2.3300,1.1511,1.1511
5.7500,2.3300,1.1402,1.1402
5.7000,2.2800,1.1402,1.1402
5.6500,2.2800,1.1543,1.1543
5.6000,2.2300,1.1236,1.1236
5.5500,2.2300,1.1402,1.1402
5.5000,2.2300,1.1543,1.1543
5.4500,2.1800,1.1236,1.1236
5.4000,2.1800,1.1402,1.1402
5.3500,2.1800,1.1543,1.1543
5.3000,2.1300,1.1236,1.1236
5.2500,2.1300,1.1402,1.1402
5.2000,2.0800,1.1068,1.1068
5.1500,2.0800,1.1180,1.1180
5.1000,2.0300,1.0794,1.0794
5.0500,2.0300,1.0920,1.0920
5.0000,1.9800,1.0595,1.0595
4.9500,1.9800,1.0770,1.0770
4.9000,1.9800,1.0920,1.0920
4.8500,1.9300,1.0595,1.0595
4.8000,1.9300,1.0770,1.0770
4.7500,1.9300,1.0920,1.0920
4.7000,1.9300,1.0966,1.0966
4.6500,1.9300,1.0770,1.0770
4.6000,1.9300,1.0595,1.0595
4.5500,1.8800,1.0920,1.0920
4.5000,1.8800,1.0770,1.0770
4.4500,1.8800,1.0595,1.0595
4.4000,1.8300,1.0920,1.0920
4.3500,1.8300,1.0794,1.0794
4.3000,1.8300,1.0689,1.0689
4.2500,1.7800,1.1000,1.1000
4.2000,1.7800,1.1000,1.1000
4.1500,1.7800,1.1000,1.1000
4.1000,1.8300,1.0500,1.0500
4.0500,1.8300,1.0440,1.0440
4.0000,1.8800,0.9823,0.9823
3.9500,1.8800,0.9657,0.9657
3.9000,1.8800,0.9487,0.9487
3.8500,1.9300,0.8860,0.8860
3.8000,1.9300,0.8732,0.8732
3.7500,1.9800,0.8062,0.8062
3.7000,1.9800,0.7826,0.7826
3.6500,1.9800,0.7616,0.7616
3.6000,1.9800,0.7433,0.7433
3.5500,1.9800,0.7280,0.7280
3.5000,1.9800,0.7159,0.7159
3.4500,1.9800,0.6964,0.6964
3.4000,1.9800,0.6727,0.6727
3.3500,1.9800,0.6403,0.6403
3.3000,1.9800,0.6103,0.6103
3.2500,1.9800,0.5831,0.5831
3.2000,2.0300,0.5590,0.5590
3.1500,2.0300,0.5385,0.5385
3.1000,2.0300,0.5220,0.5220
3.0500,2.0300,0.5099,0.5099
3.0000,1.9800,0.4743,0.4743
2.9500,1.9800,0.4610,0.4610
2.9000,1.9800,0.4528,0.4528
2.8500,1.9800,0.4500,0.4500
2.8000,1.9800,0.4528,0.4528
2.7500,1.9800,0.4610,0.4610
2.7000,1.9800,0.4743,0.4743
2.6500,1.9300,0.4472,0.4472
2.6000,1.9300,0.4717,0.4717
2.5500,1.9300,0.4743,0.4743
2.5000,1.9300,0.4610,0.4610
2.4500,1.8800,0.5025,0.5025
2.4000,1.8800,0.5000,0.5000
2.3500,1.8300,0.5385,0.5385
2.3000,1.7800,0.5657,0.5657
2.2500,1.7800,0.5590,0.5590
2.2000,1.7300,0.5852,0.5852
2.1500,1.6800,0.6185,0.6185
2.1000,1.6300,0.6500,0.6500
2.1000,1.5800,0.6325,0.6325
2.1000,1.5300,0.6185,0.6185
2.0500,1.4800,0.6576,0.6576
2.0500,1.4300,0.6519,0.6519
2.0000,1.3800,0.7000,0.7000
1.9500,1.3300,0.7500,0.7500
1.9000,1.2800,0.8000,0.8000
1.9000,1.2300,0.8000,0.8000
1.8500,1.1800,0.8500,0.8500
1.8500,1.1300,0.8515,0.8515
1.8000,1.0800,0.9000,0.9000
1.8000,1.0300,0.9000,0.9000
1.7500,0.9800,0.9500,0.9500
1.7000,0.9300,1.0000,1.0000
1.6500,0.9300,1.0500,1.0500
1.6000,0.8800,1.1000,1.1000
1.5500,0.8800,1.1500,1.1500
1.5000,0.8800,1.1413,1.1413
1.4500,0.8300,1.1630,1.1630
1.4000,0.7800,1.1853,1.1853
1.3500,0.7800,1.1630,1.1630
1.3000,0.7300,1.1885,1.1885
1.2500,0.6800,1.2021,1.2021
1.2000,0.6800,1.2021,1.2021
1.1500,0.6300,1.1885,1.1885
1.1000,0.6300,1.2021,1.2021
1.0500,0.6300,1.2166,1.2166
1.0000,0.5800,1.1885,1.1885
0.9500,0.5800,1.2021,1.2021
0.9000,0.5800,1.2176,1.2176
0.8500,0.5300,1.1885,1.1885
0.8000,0.5300,1.2083,1.2083
0.7500,0.5300,1.2083,1.2083
0.7000,0.4800,1.2021,1.2021
0.6500,0.4800,1.2176,1.2176
0.6000,0.4800,1.2021,1.2021
0.5500,0.4300,1.2083,1.2083
0.5000,0.4300,1.2176,1.2176
0.4500,0.4300,1.2021,1.2021
0.4000,0.3800,1.2298,1.2298
0.3500,0.3800,1.2176,1.2176
0.3000,0.3300,1.2176,1.2176
0.2500,0.3300,1.2298,1.2298
0.2000,0.3300,1.2083,1.2083
0.1500,0.2800,1.2298,1.2298
0.1000,0.2800,1.2176,1.2176
0.0500,0.2300,1.2298,1.2298
0.0000,0.2300,1.2298,1.2298
-0.0500,0.1800,1.2176,1.2176
-0.1000,0.1800,1.2349,1.2349
-0.1500,0.1800,1.2176,1.2176
-0.2000,0.1300,1.2298,1.2298
-0.2500,0.1300,1.2349,1.2349
-0.3000,0.0800,1.2176,1.2176
-0.3500,0.0300,1.1885,1.1885
-0.4000,0.0300,1.2083,1.2083
-0.4500,0.0300,1.2298,1.2298
-0.5000,0.0300,1.2207,1.2207
-0.5500,-0.0200,1.2298,1.2298
-0.6000,-0.0200,1.2093,1.2093
-0.6500,-0.0200,1.1853,1.1853
-0.7000,-0.0700,1.2083,1.2083
-0.7500,-0.0700,1.1885,1.1885
-0.8000,-0.0700,1.1705,1.1705
-0.8500,-0.1200,1.2021,1.2021
-0.9000,-0.1200,1.1885,1.1885
-0.9500,-0.1200,1.1769,1.1769
-1.0000,-0.1700,1.2166,1.2166
-1.0500,-0.1700,1.2093,1.2093
-1.1000,-0.2200,1.2540,1.2540
-1.1500,-0.2200,1.2510,1.2510
-1.2000,-0.2200,1.2500,1.2500
-1.2500,-0.2200,1.2349,1.2349
-1.3000,-0.2700,1.2649,1.2649
-1.3500,-0.2700,1.2500,1.2500
-1.4000,-0.3200,1.2816,1.2816
-1.4500,-0.3200,1.2649,1.2649
-1.5000,-0.3700,1.2590,1.2590
-1.5500,-0.3700,1.2659,1.2659
-1.6000,-0.4200,1.2258,1.2258
-1.6500,-0.4200,1.2369,1.2369
-1.7000,-0.4700,1.2021,1.2021
-1.7500,-0.4700,1.2166,1.2166
-1.8000,-0.4700,1.2258,1.2258
-1.8500,-0.4700,1.2369,1.2369
-1.9000,-0.5200,1.2021,1.2021
-1.9500,-0.5200,1.2176,1.2176
-2.0000,-0.5200,1.2349,1.2349
-2.0500,-0.5700,1.2021,1.2021
-2.1000,-0.5700,1.2176,1.2176
-2.1500,-0.5700,1.2349,1.2349
-2.2000,-0.5700,1.2500,1.2500
-2.2500,-0.6200,1.2176,1.2176
-2.3000,-0.6200,1.2349,1.2349
-2.3500,-0.6200,1.2349,1.2349
-2.4000,-0.6200,1.2176,1.2176
-2.4500,-0.6200,1.2021,1.2021
-2.5000,-0.6700,1.2349,1.2349
-2.5500,-0.6700,1.2176,1.2176
-2.6000,-0.6700,1.2021,1.2021
-2.6500,-0.6700,1.1885,1.1885
-2.7000,-0.6700,1.1705,1.1705
-2.7500,-0.6700,1.1543,1.1543
-2.8000,-0.6700,1.1402,1.1402
-2.8500,-0.7200,1.1769,1.1769
-2.9000,-0.7200,1.1673,1.1673
-2.9500,-0.7200,1.1597,1.1597
-3.0000,-0.7200,1.1543,1.1543
-3.0500,-0.7200,1.1511,1.1511
-3.1000,-0.7200,1.1500,1.1500
-3.1500,-0.7700,1.2000,1.2000
-3.2000,-0.7700,1.2000,1.2000
-3.2500,-0.7200,1.1500,1.1500
-3.3000,-0.7200,1.1500,1.1500
-3.3500,-0.7200,1.1511,1.1511
-3.4000,-0.6700,1.1045,1.1045
-3.4500,-0.6700,1.1102,1.1102
-3.5000,-0.6200,1.0689,1.0689
-3.5500,-0.6200,1.0794,1.0794
-3.6000,-0.5700,1.0440,1.0440
-3.6500,-0.5200,1.0124,1.0124
-3.7000,-0.5200,1.0308,1.0308
-3.7500,-0.4700,1.0062,1.0062
-3.8000,-0.4700,1.0124,1.0124
-3.8500,-0.4200,0.9823,0.9823
-3.9000,-0.3700,0.9487,0.9487
-3.9500,-0.3200,0.9192,0.9192
-4.0000,-0.2700,0.8860,0.8860
-4.0500,-0.2200,0.8544,0.8544
-4.0500,-0.1700,0.8732,0.8732
-4.1000,-0.1200,0.8500,0.8500
-4.1000,-0.0700,0.8732,0.8732
-4.1500,-0.0200,0.8382,0.8382
-4.1500,0.0300,0.8544,0.8544
-4.2000,0.0800,0.8246,0.8246
-4.2000,0.1300,0.8382,0.8382
-4.2500,0.1800,0.8078,0.8078
-4.2500,0.2300,0.8276,0.8276
-4.2500,0.2800,0.8500,0.8500
-4.3000,0.3300,0.8246,0.8246
-4.3000,0.3800,0.8382,0.8382
-4.3000,0.4300,0.8276,0.8276
-4.3500,0.4800,0.8276,0.8276
-4.3500,0.5300,0.8382,0.8382
-4.3500,0.5800,0.8246,0.8246
-4.3500,0.6300,0.8139,0.8139
-4.3500,0.6800,0.8062,0.8062
-4.3500,0.7300,0.7906,0.7906
-4.4000,0.7800,0.8246,0.8246
-4.4000,0.8300,0.8139,0.8139
-4.4000,0.8800,0.8062,0.8062
-4.4000,0.9300,0.8016,0.8016
-4.4000,0.9800,0.8000,0.8000
-4.4000,1.0300,0.8000,0.8000
-4.4500,1.0800,0.8500,0.8500
-4.4500,1.1300,0.8500,0.8500
-4.4500,1.1800,0.8500,0.8500
-4.4500,1.2300,0.8500,0.8500
-4.4500,1.2800,0.8500,0.8500
-4.4500,1.3300,0.8500,0.8500
-4.5000,1.3800,0.9000,0.9000
-4.5000,1.4300,0.9000,0.9000
-4.5000,1.4800,0.9000,0.9000
-4.5000,1.5300,0.9000,0.9000
-4.5000,1.5800,0.9000,0.9000
-4.5000,1.6300,0.9000,0.9000
-4.4500,1.6800,0.8515,0.8515
-4.4500,1.7300,0.8559,0.8559
-4.4000,1.7800,0.8139,0.8139
-4.4000,1.8300,0.8246,0.8246
-4.3500,1.8800,0.7906,0.7906
-4.3500,1.9300,0.8078,0.8078
-4.3000,1.9800,0.7826,0.7826
-4.3000,2.0300,0.8062,0.8062
-4.2500,2.0800,0.7906,0.7906
-4.2000,2.1300,0.7810,0.7810
-4.1500,2.1800,0.7778,0.7778
-4.1000,2.2300,0.7778,0.7778
-4.0500,2.2800,0.7778,0.7778
-4.0000,2.3300,0.7778,0.7778
-3.9500,2.3800,0.7778,0.7778
-3.9000,2.4300,0.7778,0.7778
-3.9000,2.4800,0.7500,0.7500
-3.8500,2.5300,0.7632,0.7632
-3.8000,2.5800,0.7826,0.7826
-3.7500,2.6300,0.8062,0.8062
-3.7000,2.6800,0.8276,0.8276
-3.6500,2.7300,0.8500,0.8500
-3.6500,2.7800,0.8276,0.8276
-3.6000,2.8300,0.8544,0.8544
-3.5500,2.8800,0.8860,0.8860
-3.5000,2.9300,0.9220,0.9220
-3.4500,2.9800,0.9618,0.9618
-3.4000,3.0300,1.0050,1.0050
-3.3500,3.0800,1.0512,1.0512
